key_id,mid,following_num,follower_num,following_id
303,8969156,59,3398926,37029661;1003516195;598464467;348656633;12300996;39160258;40922391;1583414;25592156;3530725;7458285;16789107;477278;276928941;471993422;364510642;31880257;516314798;138780964;30819051;402663819;35847683;119801456;492840942;321173469;25876945;17125638;349516380;125526;389712930;329519036;471303350;20165629;11336264;37408712;347441270;359423988;417583826;8532937;692988;10119428;23920239;25480023;470156882;394609671;668828620;37090048;3066511;313551414;18937162;20695818;17474339;4211655;3766866;163637592;382536606;407045223;946974;394205865
304,702548743,16,17881,23329903;10119428;523459591;89620031;19738891;352098188;401169054;2047074;96185247;19428259;434472692;883968;5970160;585267;1815938;3587154
305,3493077696121618,16,2257249,478691043;94834254;942755;14804670;495535252;79061224;406636263;10119428;21837784;17819768;320840078;473222648;37090048;447317111;485704862;1644053613
306,1699496602,7,398339,1453409239;5294454;320840078;21778075;473222648;686150641;495535252
307,350456040,1,1213320,473222648
308,351978573,22,234307,350975070;278761627;320840078;383534423;295060589;1895195099;495535252;473222648;37090048;378762490;17495873;314823429;220008675;216156027;211674460;211184821;22017969;14049754;7988384;110974;6314588;351477766
309,18373961,24,724319,430657187;2039289602;111389081;18945046;538142100;52917082;2135317431;1758337346;1134200224;454974725;412058684;272434852;495535252;315150850;320840078;45497390;359746203;279935323;412466388;387783803;13376916;473222648;37090048;605926974
310,317783104,350,701889,forbidden
311,21151219,102,972020,forbidden
312,98684196,876,191104,77151535;3493271573628940;2134210;16250831;145957513;444384330;1553076702;1453409239;28406657;378018650;32050882;1711342368;476207645;4296645;24763932;271585913;107168039;3493089977043464;297882491;1443100697;284466297;3493270638299264;1640095931;395691421;27757449;383928742;3816626;12948552;46284103;19524366;4122297;2146901969;1440446560;3494357562820651;113013235;267776898;29856;588876721;3493270525053175;82094915;3493293253986424;456664753;7457931;398343770;1310478759;308641432;10874201;2108092119;1133193221;2749335;3461564006926801;508959410;1641770709;430949464;1343576122;3493274266372344;2119811581;349717298;1543732;570064;1185820173;284114486;19693190;12431838;156686565;230269219;34808983;22121599;281114211;9462911;24459677;1785231553;1818761622;6086654;93582;546189;3493282552219918;387087511;2278450;1856865495;303922714;1598434497;178362496;764734;6991096;481460361;796766;20288653;161775300;1649919642;314348500;37191764;382953486;28152409;3493143676717556;10850097;266110;634969949;1420817151;1570594298
313,1027737427,1,808834,425036110
314,262273584,251,12293,forbidden
315,434348005,67,297,forbidden
316,293159091,599,1067,forbidden
317,331225007,276,329488,forbidden
318,524733193,19,76784,473222648;9617619;1895554381;476295443;444496152;412242599;82634344;1885522772;1760174889;281386111;107826782;445291146;382753233;275869962;2038389779;1415298321;374231422;500811372;507665314
319,147166910,270,3427461,forbidden
320,316567547,387,555011,1453409239;5008191;1812242622;1223679755;3493295938341480;1661648694;423925535;96415161;514924891;514419314;10540468;187686493;3493078774057129;289368676;307290668;107121702;1179464648;402576555;1048741619;321425247;21210249;29868767;246508;72270557;3493270103525998;515201;256828615;1147866041;1491308817;385172286;514566;9345183;40427625;470079074;1559077481;320753024;7846117;35116564;481389518;13279707;1940752781;366052577;493909501;320840078;25995877;407978871;543350554;211700578;72869021;49246269;313460;401641134;370365111;12697300;259003812;174501086;28317340;2361919;7236501;105444469;2105380505;202653692;10204353;39101587;523396660;485906065;390535110;21317726;334491384;1706214043;1915056903;340196625;399328399;370352463;408813109;344918180;474186708;285499073;366901417;251603718;679359817;16902788;15931537;20716516;41358730;99597626;353551850;476522894;59550906;641790136;156734149;701614655;393769075;8465957;65557312;169377411;11912132;480413498;649035034;928123
321,440942509,31,513,492840942;419738808;446430908;9008159;393166851;477531206;3913194;1825619498;174501086;397665423;382219555;13354765;73415355;314515879;321173469;18202105;3946987;7655977;342762439;321422126;627888730;295723;337521240;353539995;178029850;11730197;196356191;9824766;3957971;5970160;205141630
322,1835967,210,651402,2390247;1761970;322892;1280289656;8476852;2108856;416128940;19642758;5276;495695169;429771538;26287758;20841379;6701050;330657633;197703608;321422126;25433581;148136659;359600;1340190821;401742377;43695117;2130393474;174501086;471792754;624757844;27218150;22298920;11643866;20012419;23775933;2043767;495535252;20838176;94533042;473222648;221131932;29991801;17239951;601058078;81715210;7817472;291222529;1036269452;349411427;2789196;3940502;27564630;137952;16948128;66817730;72960;642922;40665101;194484313;3107068;7263131;3096477;82429591;4480781;13705279;408653624;237717611;110352985;1774758;5089070;326499679;228888561;10722285;22390923;551427894;1803567406;392606266;543157340;2868215;275981;244144308;1772434;429711841;54649431;7788379;8805953;2525991;941228;295723;391945778;475187559;1457455492;22740911;74184546;33881173;271442527;39334147;102359102;35562588;42561463;17134369;488839336;9617619
323,1179443060,55,340755,320840078;1915056903;23027938;500757494;667250663;703019515;503300100;498987983;383966017;27993547;1723662797;71159799;335343540;508942755;2113715;1909261710;543793163;321173469;441897078;626796832;1885042657;44317466;670680184;247688703;457254048;686284533;651254441;8265920;439455890;123910963;479862750;341877641;65564357;342833057;378858625;1779304067;510095279;35561286;485190973;471361163;349206133;171427636;678352982;178415079;29285093;519085498;43963673;405996309;540074776;512121044;24808721;20984169;38568774;491659144;525192410
324,296361005,144,372,forbidden
325,1590640603,4,20808,23947287;351686850;946974;1350227047
326,339937042,47,750126,forbidden
327,4092049,416,65025,forbidden
328,3493260618106936,0,665732,
329,298301396,199,131217,3494357086767988;93791863;451744626;3537110313208023;230926815;424167725;480293211;1740943956;12566101;522183580;517346060;451664;472314115;8495180;1243969545;39898419;1807367677;94215602;452412746;1795527975;76821952;310702549;1468435678;44381340;8046442;59126659;51588985;1091065001;401742377;1772317200;1528617278;495084973;40585287;386844522;407989803;6065166;473349589;1714128176;700527136;361238795;671655664;2065070693;1460439807;19259806;1783035161;37349250;433725771;386222335;473222648;495535252;326499679;9617619;609245820;473947943;37076733;166814372;501271968;2109129912;647208864;686150641;523608103;43252426;392881407;57863910;8969156;620219870;391943536;212535360;661240409;719238;1659387639;394491437;28958127;690552243;549472400;586975310;285761067;386573016;591410235;98210074;391128082;5838917;308785934;440457704;38461325;259310615;10830226;180596427;525044863;431072056;243981367;107276603;32975547;316567547;5806516;15877140;442891419;122929335;243659434;517327498
330,295567670,54,36476,686150641;291883463;27430220;485297541;6128489;167232809;78507973;281743386;431073645;394952984;473222648;401742377;382953284;1910020454;315330002;26240675;495535252;9617619;484551356;51031539;37090048;24231448;13164144;161775300;405370021;179922650;434338080;77557766;3746384;1284235242;1773346;521990199;6496196;33621433;508274771;928123;9200046;12875864;17393811;33824345;321173469;193055588;510467240;429741851;249448995;686127;498848688;11278832;14939580;34646754;4238285;250858633;36258421;217797353
331,651634561,290,8436,forbidden
332,99157282,724,7951808,forbidden
333,5007752,133,1817848,forbidden
334,382153768,453,221272,471314986;3546560539396109;74135156;3461565315549517;543931674;3546389673936995;3493106053810264;3546556351384136;11429061;7288324;1985127693;432752294;3493138628873133;4538695;594893550;397266532;1206156500;15773384;294675407;195670539;94534366;21869937;229135558;204408558;393900087;95414147;650564137;327227821;1826840686;283069991;393735821;1286344308;2221928;590842316;271256274;666830035;630561852;1647632178;24772987;478851187;329896834;3493113414814567;489206287;103848209;119801456;3493108452952225;1980172004;473222648;525130299;38170323;1030380603;11814319;1249132473;166616948;3461574847105130;252377882;36836087;692351865;351397609;362472001;1660434044;1301782871;28331817;39468424;846844;94896927;313007681;87918598;1378034243;28861187;22158342;16171993;220913394;80699;456362645;449506196;27947053;399371786;601674546;1595633891;1643944384;2091005755;285628016;91719924;412095147;284794628;1437599419;153341790;113364582;690768584;416567251;312162729;30829003;1188981217;601599567;1335713025;2008380703;481774045;1190804671;102687332
335,115058458,159,477912,forbidden
336,39015838,165,18508,forbidden
337,75547577,1881,1951611,forbidden
338,395415494,56,1331217,forbidden
339,44106618,343,264514,forbidden
340,8096990,717,2098791,forbidden
341,543740771,44,1068032,forbidden
342,373448384,15,730196,1453409239;473222648;523778388;519097048;261049664;25751865;320840078;2058622611;27681780;472112452;298662006;11868126;188666582;37974444;27659289
343,14229967,6,11861908,1309751676;39737405;1231108399;632207543;2036187097;1526560679
344,44113141,10,423,forbidden
345,1363795039,37,75998,forbidden
346,1176972733,71,685597,forbidden
347,69221252,56,723976,302197524;4401694;544291240;29959830;326427334;473222648;178960010;324879;636545028;402576555;495535252;23947287;1937308559;358732547;34264408;486287787;3493110222948734;20829945;2026173074;470626102;240147697;504934876;378885845;3493271345039548;521249172;443074011;414878461;398326679;1271916102;14583962;26798384;454719565;571895594;388394328;1277893132;18706318;510856133;11799651;1724598;72270557;249153892;480670986;1425239276;296576293;25910292;39736779;37754047;387783803;25150941;32708626;36044181;32685766;164734993;365320362;15140071;17138783
348,84126970,20,2009,forbidden
349,1524554405,12,997778,forbidden
350,3493292893277031,5,53812,1453409239;495535252;37090048;473222648;454650483
351,8549633,117,936667,forbidden
352,8469526,490,1669799,forbidden
353,397184284,40,116757,320840078;9617619;38968617;1453409239;12447419;34389666;325560792;942755;36810581;392983644;686150641;34518913;10119428;1119253352;35798565;1743561425;604710494;6065166;649031139;33729931;357500858;323248245;25007084;32708462;20958204;395135643;859227;246508;21382386;284102657;10243637;329988552;8015692;495535252;321173469;145544;101375749;473222648;452543325;37090048
354,297786973,25,2213196,1453409239;7788379;3493090438416806;358422;254463269;495535252;73842852;910705;88461692;336057795;2000819931;2128509951;623512391;473222648;517491339;488043075;37090048;320840078;4694767;11299160;7103073;865267;3938491;145716;7834956
355,450459951,64,43851,forbidden
356,367927,87,254242,47129767;3546390615559007;400813602;11178995;1556694;1567141152;3451637;402862334;280793434;239384911;1266594350;14762311;3493087250745760;1369684193;495535252;473222648;1843844124;1543330058;454765848;326499679;12076317;1636034895;1197454103;1955897084;2164850;647409444;471259688;503949833;233471087;697654195;54341902;1409863611;642389251;330849669;586631367;320840078;1992514;566067;3698172;8349119;9617619;36711026;16730771;5369651;151516863;79568248;31693938;441833336;17178412;393475426;8140186;590490400;6590627;5383290;2149240;830386;485927242;11514261;16414364;356320679;27155884;212669101;66439191;6518806;433459183;401742377;235555226;321173469;125865715;412466388;4230543;32708316;1328260;1893387;75;20165629;382651856;37090048;27534330;481147907;53053898;6646795;70620881;14298249;516225;15717030;12444306
357,1910020454,422,1057249,forbidden
358,16385920,1008,780479,forbidden
359,1192648858,6,529776,forbidden
360,1455989504,7,66982,3537109134609143;1987504075;499494344;1710324202;498987983;473222648;1141730971
361,452412746,50,1632771,119801456;273831140;10664325;528461028;321173469;506761354;21837784;1906321425;79061224;701829564;15080107;296404949;444864;9617619;629075;31225950;34189415;406636263;447317111;351870889;689955536;1871737115;67141499;325018581;495535252;476704454;686150641;138832847;27218150;487279397;339233162;2014688638;5771902;320840078;235555226;473222648;37090048;491461718;39627524;677854054;290526283;19577966;287462147;94114029;2920960;398581197;99157282;176037767;32786875;353539995
362,646456240,156,797967,forbidden
363,397213719,53,741072,1453409239;7671103;484899845;7005369;39034282;3537107926649528;9174378;7855471;1405367071;44170362;692547727;9524538;38454984;320772967;327403407;38036998;495535252;320840078;18735734;23417735;38734721;67878534;1458143131;434967398;647208864;285407581;473222648;391477999;23023491;299973312;26847645;32708543;2070102591;1304687234;36322137;21807343;1435651142;382881732;16289700;504388713;90445151;25473828;195717286;124171158;357396748;37105013;18387300;14105625;360736292;1626001;11252239;391062650;96409765
364,14583962,189,6199447,forbidden
365,19738891,37,1383045,forbidden
366,20706631,2,1418219,7223194;159260689
367,358122228,155,35124,forbidden
368,496878562,8,50339,320840078;492840942;473222648;37090048;239146309;437316738;30050245;333202258
369,404761607,10,715801,forbidden
370,505601772,187,499755,forbidden
371,2043278019,48,272718,forbidden
372,596395961,276,3465,473222648;408054143;3546380649892472;32376777;292933285;73528331;456186523;540085678;668942262;1392774955;3537116826962289;389488142;673456623;76432758;611501677;546189;520415575;401898575;1807061939;544229625;1526560679;473213092;3493292725504727;313468110;316271430;3537112083204932;360443786;437111366;506736412;57863910;10039237;578227337;433371875;441168228;548945918;521776974;30947486;3493271225502153;318432901;401742377;3493081831704866;77347857;480670664;228798664;1587462212;1582553318;588644807;7568373;3494349841106983;433304808;1711907683;327967145;60891896;18218263;1337670638;436114370;2083762;1615906953;478537363;85754245;481188622;3494350006782258;33101135;1170980754;271876492;245015918;411500375;273100270;436700803;359185501;1904496085;661920263;1728141895;3493113987336581;404114556;24323;43310262;13050549;239111749;1474251950;75806856;1649919642;278045070;485723138;1828999;266236277;3386870;15773384;1115497568;93440773;506162334;496261881;1280543;23516107;39423334;151326869;1236159482;351846675;1612540187;3493078939732544
373,330024722,54,7241,forbidden
374,6087825,296,4674823,forbidden
375,240869947,43,710933,1343576122;3546560310807237;1990635214;388173213;11823729;393440788;495535252;3493075219385215;473222648;494337229;153378164;250610800;1186021244;1663226371;187310598;212930414;386406763;443082687;30954515;1532165;662609045;517327498;93931393;384371555;386758647;527145352;1637332317;51463294;2121265274;2123447830;330415548;396404246;387783803;492840942;1680826166;1807518723;235555226;58562443;320840078;1507795775;686150641;37090048;290526283
376,523780849,229,300680,forbidden
377,3537114023069979,4,242155,1453409239;300058629;320840078;473222648
378,6731340,447,345122,forbidden
379,19286458,10,2384533,2017403036;299389656;439270509;235555226;1532165;686150641;491461719;39847479;19577966;37090048
380,11429061,11,2262662,686150641;37090048;473222648;495535252;294675407;320840078;1815938;477132;16794231;20646254;883968
381,7946432,243,1284944,forbidden
382,3493107989481698,49,74847,19785190;684169;3546386144430156;32244775;2206618;26489875;12566101;3493118949197945;1661648694;34808983;400519751;100022032;342233922;453999675;428040854;2119811581;605127346;107210815;25503580;13555375;2100584652;28284160;7966;3493105034594510;1453409239;12625730;487301495;40443351;303158980;3493106706024672;165848365;313580179;435061656;50316985;11392602;1782833194;125526;495535252;597018518;686150641;473222648;79577853;430440683;230576499;3493093607213343;39445885;507634481;37090048;167150911
383,286922198,12,4674,forbidden
384,3493282359282497,44,11619,forbidden
385,446430908,77,3442059,218506533;2200736;10897366;285499073;1691347;65764710;79380924;32820037;306895558;1523475;12807175;35393135;130636947;416128940;28642491;50063223;474803476;16419172;6875363;406745134;244235700;8549633;647208864;481429887;21876627;9617619;365135915;5294454;42561463;7349;544336675;280793434;1372433;1875245620;99157282;163637592;11870568;92568184;295723;23085689;640495315;113362335;492840942;2206456;403449453;25150941;86439234;517327498;30131971;520149726;3957971;1577804;381281213;13354765;546195;8366990;7788379;808171;337521240;147166910;19642758;5477221;7552204;562197;4223935;20892823;13430593;22298920;3946987;3913194;18202105;353539995;5761984;623906369;3178005;178029850;5970160
386,3493090000111868,11,817167,forbidden
387,54091976,9,327268,1453409239;320840078;495535252;686150641;338617869;3493283739208220;473222648;37090048;32606879
388,22179951,191,484752,628476447;8542312;1010101551;301901450;695650376;123795206;100785033;646997630;37195497;399083773;3493263612840357;39017407;641217;442603088;110352985;297360465;8155073;280763199;668550581;515366709;405484897;1732848825;158360627;698398071;112366173;385814379;101316548;383603162;495535252;11021614;58409989;1462298217;9969117;3414372;43003713;1464479895;5870268;387279657;517994498;677566519;412917889;26385307;1592133813;6193241;669198563;93803645;21064900;481425807;511066798;518566904;512063561;1869712375;424888501;40427625;1134143761;697166795;1758344024;1778321;1458143131;534964283;20826656;30725416;1521131430;479470461;602725251;263090405;1031244859;86965119;164598376;1838326986;473837611;501506152;632887;17616721;487788798;1283676771;1119878117;605005724;18202105;520155988;95691866;1343709972;690748574;647208864;489412051;404686329;1490187009;285655904;644255470;1343321779;246448702;674510452;37754047;351625595;1962633;454143774;1723817;368340952;533459953;1750381621
389,29252533,129,1141769,1453409239;112025951;382219385;373076765;26240675;326731099;8803699;622986240;32703684;455838357;125526;10698584;410028954;79577853;23079060;407054668;23947287;17004561;23461967;321173469;170948267;25195727;37557747;473222648;4132220;243510862;96123053;495535252;324166245;22890621;30691457;19525533;27500557;147166910;390527713;583920906;18292675;362801314;353609978;283036476;335692980;40634601;31012715;3066511;946974;104853743;517327498;20780995;5294454;3946987;2705870;1363089624;9617619;295010654;450140242;7212583;2997430;1140672573;519872016;487235575;1808788656;35897775;37992622;151482404;442603088;3334737;3186399;294651267;268819811;176256777;316001000;36046546;37090048;8689128;243681035;179465300;403665225;9596327;43645887;28053896;144709395;256903857;9661047;14890801;28312727;163637592;390461123;437316738;8937568;34456580;26032219;235555226;52165725;5836069;346735765;402574397;394067394;7113121;686127;9321359
390,1273265116,24,631996,3537104715909319;686150641;1629347259;342233922;311822020;177699597;27218150;612194373;1117764765;11270116;519872016;3493084258110005;392306574;10850097;306895558;390589856;3493116266941096;48917;320840078;477300703;521249172;495535252;473222648;306936843
391,304415852,284,266752,510643409;1453409239;3546391064349584;3546387486608077;439661398;20426282;1559603523;19400624;1375607575;297059545;474652491;523386905;3493269564557795;1011429802;252153158;49746395;30947486;314521322;3493134266796091;27429603;495224316;48726171;426458271;40277880;79577853;110542518;3493079338191648;520819684;522262428;119801456;37781521;476421913;516638154;318451154;492459544;1858861103;390189534;21262795;2026173074;11423668;629020501;2134695987;369287008;505184292;447297362;510856133;345939035;683391622;106685726;1894043221;1416480899;388872596;22275187;2021254363;170948267;192090;629139362;663203955;1362319776;37663924;1626307790;1384273035;402985507;520934274;1001749624;1522003987;249552965;1072908652;94409360;1488338933;515468594;37936886;1613514852;390421656;487207514;476736857;98737600;1527390033;502997028;22696796;221796632;43221027;50490122;597074962;622082021;550028241;93255160;1859456109;24801003;335850246;534964283;482539298;1433485696;1267193437;376249647;591443038;143478561;1701095859;546940594;1238843649
392,9321359,204,1447700,405067166;6651241;1284100140;119801456;1575718735;17871667;487640933;11474022;302292951;291324611;429741851;37177491;49516020;5626102;12590;11643866;19226160;686127;69712970;381875112;19319172;65764710;151155077;403097853;66951624;2065486;178690106;207261582;4435541;65378558;138780964;483311105;12300996;517491339;14636150;933478;673787312;383003;3066511;432425566;23079060;691415738;267939460;1339327684;1232707257;25150941;2519817;27899754;692277525;95192698;397664175;392979;11688464;1192648858;28626598;275678731;248582596;39089748;92337361;125526;64137054;408496784;2336560;623512391;287795639;91182844;404987905;40427625;138624168;511744123;471303350;37663924;1716473978;649869035;295711424;36271637;651039864;591856754;35359510;25480023;205429635;94114029;1420982;631079824;526693814;20990353;178429408;37408712;7268276;101703897;9617619;325272035;276928941;598464467;23920239;692586321;652137183;185546;64391344;14871346
393,3353026,165,2651095,forbidden
394,631067398,86,473,487191848;401692645;6505755;350651099;3493295372110314;360716132;503374391;483571431;289119033;362341632;500867540;6054967;37014054;503603181;697654195;102999485;2051371208;674527368;1340190821;419220;431073645;252042332;3494360490445376;161775300;1184238527;509250684;15232589;3493277642787768;1265652806;1197454103;53466;8412516;404224360;60400874;441449841;7242908;687549621;285358034;184763477;3461572737370560;111095065;36059009;259571179;1784235102;13164144;21568298;14781725;4578433;319521269;625936476;1925758033;429859989;321173469;178385848;503193515;266289115;284452526;35461776;210180066;691713805;448849427;401742377;1957232872;9617619;13203150;2978046;133898305;228733062;557777778;198379779;1587593873;65324898;474159223;90361813;4759847;168598;1583837;110875848;2091718993;1614134868;4137504;326499679;108569350;298484;499166410;438995821
395,241449231,314,330213,1975459;40711647;539418077;1876542;11742550;3546381664913456;544246345;1140672573;3493136514943949;30139938;2142750472;52165725;457011695;1895195099;35380440;14546601;417128036;22649032;259584300;14047839;3494362025560552;480116677;229012003;485703766;256667467;400109234;34173336;627572383;405004967;314021327;2006254817;1356332598;58310139;250466416;2941854;13068926;431073645;473222648;372784089;212341878;1340190821;16206007;31064173;382759805;588148296;312760509;37963636;11643866;3714181;1773346;1458143131;551188239;1086021085;36591074;15288260;208130286;401742377;274895145;2104447392;499787737;500971065;471303350;27899754;1155574439;586789337;282067352;9096433;423895;520819684;1636194007;2023861;544655750;386043247;1808390935;50387185;1119878117;533459953;2087432052;478397908;1527390033;1379387538;1814466769;1753280202;1870198533;946974;499059217;1138608773;456144112;13279707;297344797;256648646;23079060;173469252;1473247194;28120095;2067190474;1372433;49746395;23914983;384939011
396,25480023,664,922728,forbidden
397,477328270,37,912729,495535252;606018031;3494361071356740;487074370;44831089;434588093;663203955;21837784;492840942;686150641;516724832;627666529;590789722;1131457022;72350590;10119428;1087482281;478269351;2026561407;927587;646730844;476086280;438345816;436845570;1935882;473837611;517327498;37663924;206123398;254463269;27218150;3066511;235555226;41121053;37090048;402574397;163637592
398,3494377422850175,5,43448,495535252;1453409239;686150641;110547998;473222648
399,27500557,188,1087703,forbidden
400,6016626,97,736753,11887741;473558016;520819684;7957044;392836434;57863910;390790215;36267054;2137691944;504352756;473222648;8096990;1009732273;385701364;1093173577;3461574557698362;492840942;104853743;405370021;11684621;327403407;20457232;3404595;510949692;11270116;11799651;508959410;327521399;1611385285;26606146;531481791;282067352;61527399;205890073;283195854;186679232;289377818;96089718;1081985548;9030440;179922650;20681645;9411426;1173931622;5870268;22723665;1926297037;17055002;454860860;326499679;11646119;49246269;1267193437;516324694;12874612;11498155;1042475033;910774;517327498;9617619;353368172;523159494;454548778;514362734;279546736;94494056;619881355;434986603;2181285;406734639;89054212;250139262;218660445;160522546;458154784;51896064;32754699;321173469;367863;90538663;486211;2897191;408174247;235555226;375375;20165629;1223669;386747814;37090048;2444579;52363031;213311881;339167906;750873;6154152;32606879;55723103
401,25126508,34,1321164,forbidden
402,92568184,321,1204970,forbidden
403,35095918,198,516208,515655549;457761794;1774743152;672531327;1012300035;521545311;3494368759516074;153042417;14711513;174501086;560647;473222648;498957850;1969792458;1310829302;8921953;3461582476544762;259333;2075682;1505671219;1711589;27089324;2361043;299580163;68439967;313368381;29282987;33343699;397860810;6054967;441492007;11100920;362590243;9052126;842612;3294808;703125989;375241551;441169137;522124813;671655664;899804;324495090;403252129;672353429;6893742;7723009;544336675;327757321;9815952;26937772;211906400;872065;219536415;19538748;89098;1873291;5007452;495535252;24233934;93629585;381315134;1306326428;320296805;349888821;1397117;65890998;1546004976;9617619;24322698;454143774;389274650;94270150;351609538;1842461;353436503;672328094;36392806;29440965;171796822;15874940;320840078;432044872;131760015;23085689;521990199;16441215;524240296;128629;344308192;510047;2976324;2134301;7980111;1481675;41095521;406021148;2350559;1310478759;1472906636
404,452606628,155,1817130,forbidden
405,8048877,143,1079680,forbidden
406,2136132,127,652255,18292675;6724070;543319898;483311105;946974;472935123;249115678;1217628212;11592651;297882491;3546393155209566;390079112;3494350398950079;15084373;343086372;22492980;1123353719;9064879;224731462;31898841;1918341874;2142762;388477943;3493273796610531;37754047;235555226;154113956;411971135;1268919;2976324;1895195099;693450094;9099524;253992474;16935004;65764710;9728698;517715351;27717433;41955952;3493283531590620;559863;13224166;429741851;35668558;1420817151;471303350;2941854;888874;15466785;525453373;4186021;85649095;423769700;492303353;7071924;12433090;470839152;437744340;1335713025;2105973705;97335574;355804646;2314623;316343793;3493080107845746;9463690;9617619;339885439;172447618;7349;10154196;495535252;402155737;677378178;9448580;288387457;412644814;383664310;14941159;1357939787;1960300094;423738152;163637592;349984754;2019740;6458603;2403047;2791213;168598;586789337;31078113;384306796;13407784;392197834;37636616;520819684;254057542;671655664;174902557
407,238165152,161,447946,1681337756;262252791;359773629;669541601;415479453;7098437;21310180;107563581;454650483;429748638;50444181;9617619;448763617;392983644;4249401;438926406;582276840;39422678;23597803;1905831130;627888730;331507846;3537118240442538;353700880;384815801;1982397117;110371677;1781681364;504015190;2110558507;44829200;363184889;479592209;1994830022;346334704;1837252267;27458749;39337803;321422126;287081827;388477943;221511993;27499288;10476504;511110116;1254932367;11997177;1501001552;375375;2417993;1265892402;1871365234;23273746;447317111;40926549;419872064;519724024;1524688574;14864927;4401694;433267706;586789337;7792521;175990513;59670797;531454208;49494871;405004967;25706078;273831140;629251379;683391622;35847683;36438715;322658279;21387623;296891017;524888163;2115443931;473222648;7518140;1778592349;508788112;25333161;13692977;16054375;1536568491;2055557252;1255282546;5878572;347858225;9131680;21778075;485704862;501820157;393313121;89094893;355596637;405032881;27218150
408,285571498,91,1910259,2342793;297882491;494611210;3492972727372770;12035913;1810072186;3493271064021299;22170787;470156882;28642491;1679033047;383603162;226849443;383578614;341354077;38568774;1531707;544149984;14110780;14061249;1916474;946974;3066511;113362335;276558131;3957971;6087825;481429887;29329085;1415002;523554877;12807175;423738152;1595842133;8553425;492840942;17428557;1008381588;285499073;456664753;1020040160;11870568;331750617;8366990;1487894516;38027659;27775639;9504837;586789337;99157282;1869712375;625647470;2072577982;16853896;430363597;90361813;1665610509;430926487;10272440;37992622;33775467;1131457022;483940995;518417422;300159010;36267054;434378423;244135714;9617619;2026561407;406517693;37029661;412433375;11139681;250111460;51089552;489206287;585267;168598;1958342;3116281;1506849;26439953;27218150;235555226;14583962;6314588;169310957;37090048;546195;321173469
409,492046446,9,155451,620667498;260150468;235555226;412466388;686150641;37663924;495535252;473222648;37090048
410,474702359,85,2788118,forbidden
411,476704454,118,3970305,forbidden
412,1012300035,338,220936,1453409239;1654042101;495535252;686150641;321173469;481632684;374657285;432362136;441755384;1444476887;473222648;431634045;1344867170;37992799;2001318434;109494448;523770206;2070223505;20337335;337884108;191713823;1268303178;446204764;439269433;1733909466;3493120131991978;1210655469;1986021924;3493080189634627;245000296;439464847;502191539;35917855;243224360;2130080855;376260327;2064951196;700343953;1519776140;1881310751;26148554;486222902;553387909;3493144169548499;1978709798;1964336106;1457837209;3493143802547025;523214948;3461574813551527;2008217839;3493119322491620;418883723;3493120712902667;484065142;321616363;3493145706760396;3493106515183751;3493140428229595;496580067;3493136582052278;188413869;1442981147;511295976;499140522;3493133157403223;424418299;1474243339;57414345;481397794;1160135462;1204513935;355162868;3493135913060700;174651961;2469313;2112386490;527438080;448912942;456220114;646381787;3493075611552143;482881609;1385453596;1924335851;1069150181;404168319;441814610;383635852;3493144517675183;505030698;3493095578536593;33588793;541800189;694747143;541743671;3493124903012526;1581975393;389357669;330831390
413,3493270642493770,40,10584,forbidden
414,3546385752263143,3,31637,forbidden
415,14800002,94,2255433,490775325;521299779;5400856;3493120727583319;419526376;11429061;3949941;304709274;42619059;511644921;1484421164;33593989;23277928;32598380;491593210;581837116;1529656577;3493132469537168;322799994;1710050280;1916474;385839768;383352605;507515953;454780088;319521269;1684989776;1895195099;262358523;85614389;1125443023;5111209;375455863;2403047;1440942233;1989658;310791760;519540483;456338286;1908551987;325255680;419872064;386988774;3461565930015324;434205027;229825649;74325824;498331659;11406566;553425;2021829875;14505200;514055663;24031529;90674366;431370865;66764254;27826429;413756305;36207566;429887298;15361;230135066;562384030;29193660;1720638;233682358;7877518;228256653;191840972;396261408;383608436;557702248;504648459;2108016131;1261061127;65494241;87155948;99028178;204855217;557459683;12761764;477093840;327732427;1635243380;510528563;286440246;82077719;507091844;5771902;472102908;343422386;93970438;524774000
416,39320988,10,346545,1913178834;1306451842;275033187;517327498;473222648;229733301;495535252;37090048;38966881;57863910
417,232728799,45,341161,1453409239;23364027;395719603;392518574;627799467;3546380419205895;16110280;1119253352;604710494;686150641;503018662;169592880;630298681;30266438;514299297;477133046;44692954;84063781;1331488244;182625707;259138413;349856045;324869439;359968131;442898961;12701414;13555375;492840942;1053955412;1411978288;388309479;3493075406031677;388323384;450373350;262358523;521073590;470499435;495535252;473222648;16794231;331991614;9617619;90224307;96806357;52865057
418,4059920,144,2754125,forbidden
419,241852368,34,14413,forbidden
420,2029484707,113,22575,forbidden
421,652239032,30,998891,480683826;454340014;81428761;436341358;95281942;526247148;1661902065;1495129632;178362496;10789901;598369348;130648958;425475475;1208379085;1278218205;302951148;383724059;37493793;628202596;94496320;494915529;272195;21838789;388742853;32708316;434718226;642389251;16836724;22492980;61430918
